label,,大洲：,别名,label,artist_names,params,img,周播放冠军次数：,上榜周数,,2018-05-03,2018-05-10,2018-05-17,2018-05-24,2018-05-31,2018-06-07,2018-06-14,2018-06-21,2018-06-28,2018-07-05,2018-07-12,2018-07-19,2018-07-26,2018-08-02,2018-08-09,2018-08-16,2018-08-23,2018-08-30,2018-09-06,2018-09-13,2018-09-20,2018-09-27,2018-10-04,2018-10-11,2018-10-18,2018-10-25,2018-11-01,2018-11-08,2018-11-15,2018-11-22,2018-11-29,2018-12-06,2018-12-13,2018-12-20,2018-12-27,2019-01-03,2019-01-10,2019-01-17,2019-01-24,2019-01-31,2019-02-07,2019-02-14,2019-02-21,2019-02-28,2019-03-07,2019-03-14,2019-03-21,2019-03-28,2019-04-04,2019-04-11,2019-04-18,2019-04-25,2019-05-02,2019-05-09,2019-05-16,2019-05-23,2019-05-30,2019-06-06,2019-06-13,2019-06-20,2019-06-27,2019-07-04,2019-07-11,2019-07-18,2019-07-25,2019-08-01,2019-08-08,2019-08-15,2019-08-22,2019-08-29,2019-09-05,2019-09-12,2019-09-19,2019-09-26,2019-10-03,2019-10-10,2019-10-17,2019-10-24,2019-10-31,2019-11-07,2019-11-14,2019-11-21,2019-11-28,2019-12-05,2019-12-12,2019-12-19,2019-12-26,2020-01-02,2020-01-09,2020-01-16,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16,2020-04-23,2020-04-30,2020-05-07,2020-05-14,2020-05-21,2020-05-28,2020-06-04,2020-06-11,2020-06-18,2020-06-25,2020-07-02,2020-07-09,2020-07-16,2020-07-23,2020-07-30,2020-08-06,2020-08-13,2020-08-20,2020-08-27,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22,2021-04-29,2021-05-06,2021-05-13,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-17,2021-06-24,2021-07-01,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-05,2021-08-12,2021-08-19,2021-08-26,2021-09-02,2021-09-09,2021-09-16,2021-09-23,2021-09-30,2021-10-07,2021-10-14,2021-10-21,2021-10-28,2021-11-04,2021-11-11,2021-11-18,2021-11-25,2021-12-02,2021-12-09,2021-12-16,2021-12-23,2021-12-30,2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07
魔力红乐队(pop),pop,北美,魔力红乐队,/m/02k5sc,Maroon 5,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/SlPhMPnQ58k/default.jpg,0,156,150+,976188,1767218,2534306,3275983,4126465,5533111,6997414,8352769,9706796,11136534,12437690,13767014,14795567,15895595,16970359,18041076,19048106,20110600,21217885,22320559,23395159,24458674,25652150,26830884,28045264,29349617,30585520,31823271,33001755,34232386,35459982,36646762,37717370,38783973,39882908,40917364,41933036,43318532,44575577,45727513,47170643,48619329,49939297,51400673,52768802,53977935,55196059,56363691,57518098,58706958,59906916,61066267,62276989,63433592,64600590,65790986,66908605,68027654,69128975,70204533,71242057,72286422,73286015,74275991,75218083,76158376,77101984,78034722,78941740,79868658,80846052,81874798,82876851,84084648,85190440,86385174,87806981,89119039,90352305,91624411,92966603,94359281,95870747,97472243,99012940,100447038,101671631,102910850,104024100,105257225,106492112,107719724,108923951,110188287,111422011,112713404,114022743,115294368,116516285,117687476,118820637,120038316,121406365,122794892,124200094,125646392,126979159,128284506,129566859,130830509,132060150,133269556,134445241,135599609,136782336,137932163,139080490,140396105,141585479,142781431,143904127,145047379,146201296,147332259,148417226,149536263,150571875,151670769,152765618,153855926,154903003,156012624,157128340,158242914,159338445,160372271,160372271,160372271,160372271,161376077,162201618,163138623,164141443,165225810,165225810,165225810,165225810,166363149,166363149,166363149,166363149,167498004,168582183,169695940,170842893,172008272,173265050,174572817,175671264,175671264,176776368,177925079,177925079,179310913,180489042,180489042,180489042,181563724,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503,182688503
Ado(pop),pop,未知,Amir Dadon,/g/11b7_vkc7s,Ado,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20201106:20201112:jp,https://lh3.googleusercontent.com/SZ2yqu9eQCPIS3bBnqtGm7cVGpqPbWCU0uUxFDmM13DJAy4uTeajVbVGeBdMxEgr-C8wae9cRXV1iA,15,74,70+,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215294,5602492,8951383,13637577,20702627,26432887,33320219,41972994,49208749,66146106,79241067,98379632,116974626,138352941,161499863,183035598,201727548,219122482,235019960,251244987,265667155,278464433,288445191,298704773,314593232,334133744,350929993,365878104,380668156,396357962,409625010,425637908,441728753,455840325,468222184,479574433,490979985,500547960,510782636,521397319,533172572,542974475,552144725,560574080,568615011,576370805,583167516,590377642,597157046,603818803,611378137,623724923,633227443,642645774,651647139,660110123,668796077,677951738,686887755,697969453,708680489,718834745,730960297,743964816,757963059,770792946,782933829,792213819,800705213,809355282,818250471,826939702,835554662,843228142
Queen(rock),rock,未知,Queens Of The Stone Age,/m/0bk1p,Queen,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180720:20180726:jp,https://i.ytimg.com/vi/HgzGwKwLmgM/default.jpg,0,105,100+,,0,0,0,0,0,0,0,0,0,0,0,515395,515395,515395,515395,515395,515395,515395,515395,515395,515395,515395,515395,1065156,1686376,2696607,4156960,8099287,13380464,19572898,26320862,32363953,38614243,44546852,49697571,54606817,60216111,65129307,69921277,74570400,79146743,83427512,87756950,91841556,95373788,98720807,101626912,104435941,107252197,109947682,112917842,115658835,118132686,120549442,122864904,124965891,126907811,128804897,130559614,132231199,133807729,135349484,136899153,138331191,139723680,141063661,142476331,143727443,145086277,146444543,147785189,149037577,150275268,151498573,152672011,153782146,155055717,156266747,157532487,158735849,159950460,161204066,162387189,163560675,164792625,165935386,167055809,168079637,169221432,170454107,171903764,173292300,174587081,175755066,176838821,177893787,178945243,179937487,180921020,181910064,182969859,184100485,185261778,186393056,187649062,188758106,189913184,191026020,192058602,193115212,194117183,195043917,195043917,196141220,197244688,198346489,199364661,200386133,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,201456587,202602119,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,203645478,207272640,209719491,211402102,212863880,214257168,215519279,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434,216713434
八爷(anime),anime,未知,八爷,/m/0gd7frt,Kenshi Yonezu,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/uXqzMNmXVvqNv812fA1LDRZAOqgaENHgT4C4x8CfOov-WY_8TWtyGhOr7poa3wtvgJ_gVyWh2bmEaQ,0,206,200+,13869004,26831851,40406665,53384546,66441371,78910681,93476986,108150264,122708485,139263224,154130761,167709006,181367681,194193130,205993827,217489891,229019581,240051128,250885392,262434300,274410487,286981429,300113004,313387584,326237819,348179778,373741579,398362728,421080804,442789245,463430739,482676886,501764767,520396223,540715656,566101378,594112746,620567564,644783866,666953201,688662062,709882775,730914340,751150197,769671026,786511613,802901668,818747798,834184861,849544358,864336483,878963262,893832009,906918417,920612922,934182292,954748908,975838402,995179752,1013145584,1029273147,1044520179,1059268413,1073603010,1086739565,1099566179,1112297441,1138226946,1157262124,1175613117,1200171871,1224986657,1248548800,1270622447,1290802531,1309252286,1326234454,1343983057,1359341045,1374803773,1389686064,1403601708,1417694066,1430923358,1444267122,1457419399,1470465234,1484934485,1498444688,1512485531,1526308176,1539195159,1551651077,1564019157,1576283766,1588168102,1600277032,1612660363,1624526968,1635751215,1646123298,1656459180,1667757978,1679380689,1691069685,1703034126,1714001256,1725750809,1737082999,1746915594,1756904202,1768042178,1778840511,1789449369,1800294402,1826879572,1848162214,1866251461,1890250502,1919818334,1943976214,1964871428,1983672046,2001283535,2017824027,2034397708,2049368986,2063733829,2077174659,2089844601,2102668119,2114071864,2125257491,2136681133,2151445638,2162899865,2173451901,2183242920,2192668862,2202838347,2211143731,2220102005,2229215999,2238255690,2247243417,2256124457,2264712341,2273061305,2280809480,2288699338,2296256707,2303747015,2311101841,2318174916,2324960107,2332075941,2338959338,2345948187,2352453924,2359154797,2366115684,2373236668,2391149483,2405143830,2418126560,2436695313,2450382684,2461755363,2471998663,2480397553,2488709410,2497168378,2505618264,2514153530,2522283801,2530472653,2538750417,2546984068,2554608249,2562473318,2569792238,2576965029,2583934814,2591094807,2598294767,2605098790,2611709773,2618273450,2624849394,2631560651,2638078098,2644749253,2650124321,2656255378,2662366285,2668818343,2675387703,2688128029,2699793094,2710029354,2718695283,2726890519,2734815289,2742355156,2749709274,2756928506
ワンオケ、OOR(j-pop),j-pop,未知,ワンオケ、OOR,/m/052_sqs,ONE OK ROCK,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/ppL_15jZm_E/default.jpg,0,206,200+,3941357,7223981,10520452,13592566,16435357,19350312,22131743,24829969,28780136,32732134,36209239,39414857,42447657,45181406,47835345,50271787,52726694,55266837,57847338,60282546,62599860,64863479,67077595,69303053,71474599,73802796,76087502,78435593,80663707,82921737,88184412,92024321,95575797,98739178,101901961,104544158,107145745,110521595,114798458,118673313,125618376,131232997,137285159,142866814,148932241,154066273,158963185,163580895,167855289,171958101,176298715,181190932,186182479,190826599,195826160,200752588,205361992,210041451,214659968,219163560,223527497,227721640,231964465,236063160,239818266,243981961,247772691,251409119,254787347,258443416,261855043,265288364,268729699,272352988,275964284,279581948,283116460,287276405,291028823,294791568,298550466,302177164,305736596,309163652,312515795,315779034,319007196,321972757,324872093,328069054,331347442,334536159,337901023,341563187,345008963,348419928,351697507,355065820,359066441,363209292,367435345,371710712,376297157,381393746,386219424,390785957,395113014,403326455,409096626,415120574,420870695,426027872,430890377,435741028,440573303,445268252,449744108,453735452,457142344,460395849,463443563,466497283,469505964,472637823,475737665,479084433,482225334,485431808,488912813,492990101,496384621,499620765,502517987,505631034,508965513,511812386,514602076,517271186,520049239,522868746,525130288,527693424,530487142,533450124,536364144,539405166,542331308,545132928,547939285,550795751,553676810,556514036,559173147,561823966,564974235,574365285,582530628,588832418,593862883,598582198,603114666,610019135,616081740,621354368,625819208,629891968,633906353,637541023,641129410,644254975,647537485,650655405,654732578,658654760,661871536,665044510,668161824,671240651,674095095,676904060,679668804,682597936,685990951,689076791,692029732,695079382,698051926,700682716,703236032,705695845,708229745,710835725,712960393,715351820,717885277,720664372,723493595,726354581,729354274,732362590,735365416,738332977,741193600,743949315,746832729,749994011
乃团(j-pop),j-pop,未知,乃团,/m/0h3mxwg,Nogizaka46,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/dPoPxRSifwc/default.jpg,0,206,200+,3026582,5403652,7867979,10197337,12196944,14014192,15635035,17175018,18653368,20377543,22100271,23742779,28019534,32488224,35343442,37577856,39601466,41497134,43246718,44834920,46422547,48119531,49713964,51168433,53550068,55940063,59167513,61713948,64002912,66236427,68600047,70723680,72860849,74821531,77069326,79703909,82298944,85031726,87529396,89935609,92448917,94868418,97222516,99739213,102157914,104256039,106301972,108281276,110202161,112025217,113786664,115617476,117453646,122186844,125573647,129283424,131904201,134149330,136635502,138859953,140802114,142701530,144709064,146756458,148829415,150924491,152998833,157657973,160933810,164295721,167227293,169901407,172434338,174732667,176823935,178749705,180641171,182620091,184450986,186265888,187954433,189625005,191318571,193033163,194684101,196315351,197973483,199702312,201732766,203895511,205946278,207961271,209944387,212011219,213998897,216156958,218571732,223719833,227753828,232963091,237248738,241184440,245004028,248660418,252552602,256339075,259945733,263375470,268885598,272849777,276113665,278993651,281736033,284728174,287672966,290440699,293120899,295730807,298238935,300935281,303561908,306246259,308704646,311062354,313349150,315534472,317460515,319358251,321191488,322996526,324952758,327067305,329037877,331063022,333105913,335253036,337414024,339170069,341036836,343431946,345202701,350198204,355160885,358863046,362640020,365990773,369879341,373405615,376317399,379030187,381448602,383797949,386254095,388561787,390657703,392898349,395713326,398577136,401326225,405746359,409913338,415033980,419819084,423509390,426769023,429980078,433573728,436858897,440106901,443151078,446015015,448796032,451599989,454651181,457520183,463608415,467762559,473567303,477405209,480699381,483915694,486660766,489242834,491829080,494474806,497977244,501490552,504622295,507699092,514513294,517962749,520901997,524051736,526997340,530083495,533267345,536176869,539174095,542448348,545732055,549773396,553605266,558581657,564441889,568985791,572566118
Sakurazaka46(group),group,未知,Sakurazaka46,/g/11btxbj934,Sakurazaka46,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/ZBk4V-uqcXs/default.jpg,0,206,200+,3024306,5943368,8944465,11782511,14848516,17869718,20501723,23199157,25711772,28022408,30603222,33033203,35723951,38827454,43959362,47719029,50983460,53925217,56900406,59737293,63204380,66354767,69193865,71732681,74051686,76384666,78573946,80743324,82885892,85276392,87579946,90335854,93009829,95504991,98603338,101832691,104941132,107912776,110869587,113690297,116545973,119290564,121811308,125374063,130610683,134240339,137355551,140187804,143008421,145661063,148086585,150315893,152502636,154503734,156614710,159217145,161563373,163745905,165825496,167823688,169810624,171723632,173693784,175643603,177489709,179406963,181202066,182962263,184690886,186410427,188095281,189816532,191640508,195361748,197535053,199481374,201282197,202939831,204494434,206052457,207621681,209243095,210831837,212377923,213859881,215286090,216888711,219075127,221101902,223016814,224901269,227980327,230315734,232328953,234027288,235610951,237270292,238824051,240278234,241660003,243029018,244423163,245936677,247573696,249133333,250628196,252101354,253566186,255060383,256773044,258304311,259706091,260960957,262158974,263386226,264661470,266134904,267367843,268514917,270066937,271573563,273087219,275426781,277329404,279137948,280944312,282608370,284271231,286145529,287928212,289391834,290718653,292928916,296133508,299204868,301768223,304565780,306394880,308197223,309873688,311230011,312542187,313843991,315276984,316612616,318198091,319467995,320718974,321912293,323120875,325461336,328693694,331177167,333274675,335306366,337115362,339020609,340952722,342630961,344380182,346087115,347684523,349203931,350664075,352214917,353677596,355180101,356886128,358536210,359928575,361322527,362822422,364294775,365663820,366971632,368302433,371059339,374417478,376904726,379269434,381549997,383683532,385543686,387334214,389028613,390682449,392268594,393747478,395200906,396709132,398121102,399732558,401027283,402438902,403947167,405546905,407075729,408549427,409976887,411387549,412799546,414847216,417444983,419261766,422235368,424595771
WANIMA(j-pop),j-pop,亚洲,WANIMA,/g/11bwhb5zdh,WANIMA,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/qag4ewos4TE/default.jpg,0,156,150+,2952753,5687918,8550302,11362666,14201371,18136853,21538700,24557087,27479645,30408094,33144028,35798252,38447877,40834051,43034766,45107528,47072199,49217789,51556567,53858720,56016744,58180410,60208775,62176408,64026908,65881687,67900256,69995210,71929477,73792935,75657260,77645601,79473739,80872369,82564492,84059145,85433112,86979654,88616107,90296589,92019532,93719458,95435312,97179896,99719673,102994110,106099883,108910363,111424964,114402715,116952539,119307900,121538480,123430721,125475668,127558651,129577306,131605599,133548078,135527249,137743332,140007211,143143437,145912492,148826840,151475074,154977337,158411902,161397285,164217623,166920216,169395423,171622731,173755872,176389682,178616051,180607711,183005325,186126366,188815397,191308035,193547065,195710243,197740686,199581165,201328810,203030145,204589193,205992065,207494462,208975751,210533651,212154753,213873086,215444649,217093090,218783185,220387740,221952675,223479947,224825185,226178515,227617237,229151382,230657881,232096615,233516588,234985310,236413406,237811642,239208995,240744862,242264038,243686262,245061231,246467478,247779781,249027401,250308571,251646957,252800380,253966687,255140422,256320107,257471143,258720343,259849411,260941060,260941060,262066612,263413717,264624255,265770912,266864257,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,267930780,269003865,270190908,271556342,273584815,275238061,276902990,278449650,279940685,281384619,282818986,284159618,285494429,286790946,288096447,289550121,290837722,292173170,293594535,295119425,296554660,297887794,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711,299196711
Utada、ヒッキー(anime),anime,未知,Utada、ヒッキー（Hikki）,/m/01k3qj,Hikaru Utada,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/5YKBgBMynbI/default.jpg,0,189,180+,1915195,3541455,5247176,6861892,9247725,11226546,13019735,14747239,16518655,18892993,21063076,23176304,25105866,26803388,28367674,29831109,31201810,32593326,33984277,35343830,36710367,38099963,39494392,40850629,42140007,43463655,44816407,46443033,48070758,49704057,51529502,53591817,55834145,57946816,59908359,61592636,63163344,64941876,67235119,70036024,72745335,75368261,77806773,80017699,82191795,84211676,86028513,87746707,89380043,91122724,92955549,95019854,96931912,98545875,100350883,102201289,103909890,105663206,107399828,109029503,110648582,112415454,114221151,115956214,117469846,118974209,120406235,121912102,123342938,124845777,126436970,128106481,129774795,131394837,133039027,134704067,136253120,137958562,139621361,143452008,145667691,147662078,149682434,151550154,153219062,154841485,156380215,157774724,159560443,161331858,162907226,164439143,165945256,167457870,168913982,170294600,171602606,172895820,174165083,175474170,176787170,178154483,180059674,182109661,184363764,186676146,189136947,191794656,194668704,197430622,199917811,202402723,204665866,206865891,208981138,211120803,213081501,215697599,217893732,219787171,221489689,223333441,225471494,227516621,229885214,232077156,234219861,236373139,238722114,240818108,242758168,244532539,246288424,248089236,249869726,251642163,253497605,255385908,257242628,259216257,260794697,262646966,264966322,267462990,269962771,272289472,274387824,276393438,278426126,286639203,297865246,306803595,314482320,320636843,326218386,326218386,326218386,326218386,326218386,326218386,329413827,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,332745239,335453451,338105438,340588945,342972050,345293508,347808163,350706003,353527520,356252871,358942230,361549599,364218465,366704565,370049159,373959934,380518580,385802620,390228774,393547920,397243946,401536707,407839562,412568830,417128652,421726799,425778772,429703335,433355683,436824540,440163640,443596943,446770065
宇宙大爆炸(k-pop),k-pop,未知,宇宙大爆炸,/m/049g_gp,BIGBANG,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/eN5mG_yMDiM/default.jpg,0,155,150+,1842460,3533255,5227632,6778683,8387126,10029626,11644225,13202313,14718436,16142536,17517538,18845312,20152394,21642321,23131030,24577414,26135473,27516686,28954243,30407245,31800270,33200826,34603722,36073716,37554276,39039413,40622812,42305471,43929189,45532856,47143959,48686549,50129467,51536496,53009551,54303951,55553303,56951653,58492293,60052948,61677155,63307723,64855234,66349796,67844380,69555909,71395441,73050812,74429715,75714031,76949064,78202598,79496759,80738051,82106119,83531016,84799424,86042058,87284334,88515975,89687749,90901901,92122219,93301114,94394652,95462625,96568891,97691727,98761538,99826939,100884208,102029855,103146020,104258082,105374781,106497323,107650927,108907581,110204256,111514099,112840872,114061472,115276046,116514802,117669898,118824665,119988236,121056469,122118435,123290402,124525353,125694329,126858158,128079567,129272670,130438943,131663160,132941132,134206500,135464481,136687896,137944434,139352100,140835698,142287807,143838711,145342240,146924107,148378208,149739183,151070796,152370165,153606804,154926855,156228950,157543855,158744695,159894938,161039885,162205987,163301883,164386269,165508172,166671486,167815779,168966252,170019473,171106888,172191969,173231610,174216749,175230064,176275557,177344223,178438348,179509154,179509154,179509154,180473863,181499053,182346926,183301686,184368835,185498462,186625890,187777770,187777770,188922436,190058080,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,191137544,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,192312346,194000670,195846426,197505740,199038007,200482262,200482262,201898888,201898888,206800962
孩子先生(j-pop),j-pop,亚洲,孩子先生,/m/0132zp,Mr.Children,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/pczkqXFlwWc/default.jpg,0,206,200+,1754268,3370684,5251210,7046135,8722010,10482432,12168326,13703042,15397430,17253948,19200547,21289445,23508211,26154942,28754209,31336104,34008674,36554979,39067293,41587816,44375716,47637075,53051203,59279378,63475641,67053682,70319644,73675496,76703850,79751753,82611530,85328013,87893647,90399876,92890765,95017694,97109653,99375201,101742214,104212764,106886931,109682114,112507315,115163932,117748192,120303842,122897621,125454735,127819857,130314139,132765168,135317735,137791732,139987429,142441212,145093635,147608245,149972295,152395798,154890799,157729361,160487546,163124616,165629283,167934138,170269557,172537275,174779973,176940766,179235303,181554587,183800721,186093194,188554339,191138999,193615230,195802842,198030995,200261052,202468615,204520616,206556738,208851398,211482784,214290395,216946716,219696993,221933255,223941984,226303308,228771448,231150069,233502489,236088150,238660386,241134438,243646043,246242566,248769675,251176616,253450150,257170935,263588440,270401988,275617980,280292290,284389281,288900435,293588661,298147079,302635899,306820139,310889421,315003763,319581187,323723775,327701062,331548777,335257217,338951910,342268803,345644780,349091129,352770499,356461489,360126997,363554276,367035500,370419201,373834999,378123832,382495592,386696601,391982312,397767528,403170875,408277736,412759260,417584391,422005847,425394796,428987494,432680584,436317911,439877334,443503479,447062343,450717868,454283074,457890496,461493042,464926861,468201327,471424452,474657787,477898960,481227446,484559209,487647391,490895466,494299088,497800451,501204707,504592017,507867618,511218065,514690339,518193194,521932626,525183735,528574161,532309876,535944340,539592771,543158497,546872103,550540964,554193178,557539094,561088039,564911699,568736428,572673332,576855277,581000890,584929233,588550093,592097275,595587339,599063207,602576742,606232383,608980129,612152881,615743451,619368751,623045045,626714342,630217640,633916559,637556387,641330617,645207765,648959442,652724747,657051606
Spitz(j-pop),j-pop,未知,SPITZ,/m/02h7_r,Spitz,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/QH3hLWdCE3g/default.jpg,0,206,200+,1663978,3162365,4718884,6217131,7665480,9085887,10445288,11733577,13037663,14430219,15790799,17105322,18440030,19764928,21012322,22225719,23411616,24702640,26012215,27295779,28500436,29795741,31164529,32495514,33803660,35207085,36664168,38160008,39576730,41016027,42433636,43863571,45276816,46662689,48041297,49268866,50500463,51827821,53179624,54604119,56112245,57664649,59258705,60860980,62471558,64047794,65709269,67233105,68757535,70476334,72421792,74228983,76002159,77502498,78957417,80414671,81866076,83208518,84641487,86634972,88415959,90033047,91579688,93478335,95450070,97292883,99066666,100897003,102622937,104376645,106328623,108289484,110103494,111956703,114071804,116792154,120032365,124910835,128459942,131558804,134264290,136614945,138837971,140901305,142981058,145087842,146950407,148665330,150170569,151804690,153425244,155019249,156517640,158152287,159874650,161456516,163031575,164762153,166477749,168175416,169709070,171196622,172899135,174720643,176500801,178179837,179692114,181273348,182950921,184544316,186020606,187351068,188672760,190036298,191415425,192747293,194076092,195317764,196554353,197836139,199054461,200359284,201653083,202921728,204212905,205467164,206713126,208017813,209357051,210683655,211982989,213264297,214562471,215837054,217074545,218274597,219441688,220549714,221669312,222927190,223903919,225003996,226410286,227739910,229137827,230594396,232181322,233966824,235662649,237388384,239036344,241407662,244701164,247370548,250416126,252867945,255084319,257157956,258901405,260588225,262197897,263769417,265272326,266824450,268357523,269911441,271476299,273012622,274630534,276007829,277455548,278997649,280570461,282089561,283649772,285375224,287183485,289089017,290730018,292418111,294168478,296069335,297907497,299953620,302193949,304741764,306899639,308917855,310822772,312683152,314435375,316204382,317609845,319135130,320711321,322426587,324168850,325931735,327629231,329398791,331254667,333180773,335188510,337295355,339545182,341777681
