label,,大洲：,别名,label,artist_names,params,img,周播放冠军次数：,上榜周数,,2018-05-03,2018-05-10,2018-05-17,2018-05-24,2018-05-31,2018-06-07,2018-06-14,2018-06-21,2018-06-28,2018-07-05,2018-07-12,2018-07-19,2018-07-26,2018-08-02,2018-08-09,2018-08-16,2018-08-23,2018-08-30,2018-09-06,2018-09-13,2018-09-20,2018-09-27,2018-10-04,2018-10-11,2018-10-18,2018-10-25,2018-11-01,2018-11-08,2018-11-15,2018-11-22,2018-11-29,2018-12-06,2018-12-13,2018-12-20,2018-12-27,2019-01-03,2019-01-10,2019-01-17,2019-01-24,2019-01-31,2019-02-07,2019-02-14,2019-02-21,2019-02-28,2019-03-07,2019-03-14,2019-03-21,2019-03-28,2019-04-04,2019-04-11,2019-04-18,2019-04-25,2019-05-02,2019-05-09,2019-05-16,2019-05-23,2019-05-30,2019-06-06,2019-06-13,2019-06-20,2019-06-27,2019-07-04,2019-07-11,2019-07-18,2019-07-25,2019-08-01,2019-08-08,2019-08-15,2019-08-22,2019-08-29,2019-09-05,2019-09-12,2019-09-19,2019-09-26,2019-10-03,2019-10-10,2019-10-17,2019-10-24,2019-10-31,2019-11-07,2019-11-14,2019-11-21,2019-11-28,2019-12-05,2019-12-12,2019-12-19,2019-12-26,2020-01-02,2020-01-09,2020-01-16,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16,2020-04-23,2020-04-30,2020-05-07,2020-05-14,2020-05-21,2020-05-28,2020-06-04,2020-06-11,2020-06-18,2020-06-25,2020-07-02,2020-07-09,2020-07-16,2020-07-23,2020-07-30,2020-08-06,2020-08-13,2020-08-20,2020-08-27,2020-09-03,2020-09-10,2020-09-17,2020-09-24,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22,2021-04-29,2021-05-06,2021-05-13,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-17,2021-06-24,2021-07-01,2021-07-08,2021-07-15,2021-07-22,2021-07-29,2021-08-05,2021-08-12,2021-08-19,2021-08-26,2021-09-02,2021-09-09,2021-09-16,2021-09-23,2021-09-30,2021-10-07,2021-10-14,2021-10-21,2021-10-28,2021-11-04,2021-11-11,2021-11-18,2021-11-25,2021-12-02,2021-12-09,2021-12-16,2021-12-23,2021-12-30,2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07
MOMOLAND(k-pop),k-pop,未知,MOMOLAND,/g/11cs692885,MOMOLAND,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/TbuP2ypiTRc/default.jpg,0,44,40+,1119569,2195558,3285082,4379746,5303436,6061645,6877068,7768638,8729232,11451032,12222948,14638272,16782490,18727179,20400593,21874327,23196221,24491662,25668966,26814477,27834932,28862978,30130622,32603108,33560397,34404952,35274796,36143378,37007319,37681162,37681162,38322571,38967826,39687970,40401245,41041315,41041315,41041315,41041315,41041315,41041315,41041315,41041315,41041315,41041315,41041315,42138250,44769357,46069352,46981905,47714039,47714039,48415120,49042981,49042981,49042981,49042981,49783001,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904,50523904
Takuya Ohashi(j-pop),j-pop,未知,Takuya Ohashi,/m/087nzz,SUKIMASWITCH,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/O3JwiKJj7-8/default.jpg,0,58,50+,1075839,2066934,3091933,3965316,4910874,5954305,5954305,5954305,5954305,5954305,5954305,5954305,6776992,7614726,8495212,9363539,10205456,11048353,11826028,12914818,13870346,14739047,15687177,16616691,17443321,18309825,19152839,20091622,20961790,21890176,22819527,23768413,24593017,25485756,26467388,27293516,28061476,28859482,29674937,30433149,31234072,32035821,32815942,33563976,33563976,34352774,35096882,35816148,36521492,37218686,37954084,38746163,39532293,40234356,41025062,41871464,42672238,43464967,44336692,45064267,45064267,45064267,45064267,45754067,45754067,45754067,45754067,45754067,45754067,46516828,47269080,47269080,48009737,48009737,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518,48761518
Ketsumeishi(j-pop),j-pop,未知,Ketsumeishi,/m/01q1dg_,Ketsumeishi,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/yegBF2yoTDo/default.jpg,0,205,200+,1068823,2071609,3132819,4151671,5128806,6101866,7059809,7995501,8904623,9844044,10760995,11631215,12490941,13342419,14151557,14916101,15638990,16434723,17248051,18039139,18839029,19650874,20455279,21274789,22076607,22917007,23856141,24711790,25533213,26489761,27366912,28253434,29126077,29982774,30860650,31578186,32318393,33130111,34001901,34746884,35755052,36771112,37790475,38965518,40189759,41344419,42595581,43989501,45345740,46719897,48065277,49422813,50772914,52056243,53335250,54548894,55749871,56963567,58165208,59356326,60559528,61759775,62980049,64113061,65101615,66144265,67303339,68432997,69483111,70597962,71721719,72857617,74002595,75125302,76421248,77725575,78962404,80246099,81470861,82719870,83932068,85083682,86291922,87431744,88526898,89346693,90219537,90982857,90982857,91849537,92834014,93828857,94863060,96023853,97203181,98329920,99542976,100813681,102125278,103425687,104835945,106692774,108815128,110658470,112305770,113809174,115182295,116549944,117943719,119424271,120886565,122255520,123541410,124838557,126183346,127498463,128703076,129900459,131162613,132517426,133905201,135258807,136628421,137968058,139236072,140457385,141734932,143088409,144405238,146209773,147980992,149632873,151245877,152852932,154413162,155855004,157254583,158549359,159860095,161084712,162038822,163208171,164477295,165800726,167142452,168672705,170746301,172813101,174558303,176476438,178544637,180677377,182896165,185033915,186911740,188631139,190493290,192314806,193980932,195913002,197815347,199586362,201336592,203012943,204619151,206257356,207982699,209813310,211658523,213368500,215173476,216879068,218416957,219972136,221588665,223218852,225093774,226986272,228499561,230016644,231574367,233149490,234670497,236191160,237667023,239115900,240465861,241808923,243168252,244478699,245753205,247297651,249106841,251116667,253139999,255191162,257195588,259192332,261126320,263147687,265201225,267490879,269837727,272418299,275084839,277960241
UNISON、ユニゾン(anime),anime,未知,UNISON、ユニゾン,/m/0dqbl9j,UNISON SQUARE GARDEN,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/FHUHKIrUH6Y/default.jpg,0,88,80+,1034898,1985937,2962998,3926022,4806352,5687091,6543909,7357614,8172054,9074407,9941670,10799565,11669263,12536998,13392977,14230343,15072848,16041691,17022335,17981368,18956210,19892250,20806200,21729974,22631394,23572481,24469491,25850294,27017218,28000012,29033664,30022935,30941506,31930889,32942492,33745067,34499764,35290751,36018204,36718997,37447754,38206952,39020335,39871067,40725284,41619804,42498931,43389119,44230292,45045124,45849421,46682350,47496246,48228091,49002988,49773066,50540189,51616003,52661351,53639942,54502628,55405153,56222940,56983219,59054064,63051114,65164751,67115658,68713439,69482204,69482204,69482204,69482204,70314339,71077133,72146592,73098884,73972469,74738673,75500842,76261135,76987514,76987514,76987514,76987514,77809280,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,78725354,81556677,84559193,86824461,88804969,90480824,90480824,90480824,90480824,90480824,90480824,90480824,90480824,90480824,90480824,91516365,91516365,91516365,91516365,91516365,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097,92504097
十七(k-pop),k-pop,未知,十七,/m/0_h1p_y,SEVENTEEN,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/Tl6aNkdRgPd4x_5esCFvDjmWNW0vunfZ1JLlQRCnz4xkAnMZVVMJzGSVT4RS9zoKnmQIFL_U4jFvgw,0,206,200+,1032265,2022758,3032923,4121215,5050733,6169345,7234144,8334976,9527573,10768697,11924831,13110393,14269126,15687948,17065006,18467451,19932645,21357796,22764604,24254818,25651968,27017527,28374858,29726295,31044873,32372518,33749951,35147860,36586221,37964110,39398357,40816322,42289550,43925463,45702371,47210480,48990057,50713454,53215798,55260125,57124523,58892381,60769703,62661522,64835449,66843023,68897546,70949751,72699127,74439659,76046235,77681109,79518133,81173298,82841124,84804400,86518728,88142834,89784698,91392152,92897046,94378103,95688945,97009144,98452649,99922045,101479202,104024559,106201270,108167445,110046899,112029403,115558182,118107108,120295351,122422967,124759853,127006878,129104102,131169578,133397428,135562355,137575137,139480712,141276824,143095097,145061786,146871513,148665551,150540564,152450932,154407382,156342534,158314861,160320239,162207685,164267895,166407049,168437171,170743033,174056850,176927687,179974084,182991573,185876016,188797711,191939589,194968439,198278151,201129494,203962185,207631697,211740070,215518418,218678413,221577319,224451417,227044623,229561979,232127827,234745503,237507809,240365858,243754421,247210465,250520356,253428641,256283425,259030846,262419781,267889232,271313742,274455870,277431012,280364167,283091982,285671060,288372347,291074297,294112939,296635060,299335215,302163051,305383408,308524841,311571521,314556397,317480436,320313056,323106757,325721221,328287366,330728423,333051349,335362340,337916702,340351526,342776545,345091348,347529536,350540503,353177871,355528530,357690470,362917722,366561220,369309786,372268429,375723111,378784348,381773647,384794057,387792163,390692544,393634111,396566888,399430772,402378145,405255538,408098031,410886068,413627679,422784681,429085349,434542376,439465713,444126022,448830002,453060849,456664858,460016725,463514017,466492971,469779961,472987177,476486088,479929847,483267836,486488509,489832180,493076363,496290565,499480207,502580830,505779767,508846420
越智志帆(j-pop),j-pop,未知,越智志帆,/m/04cb982,Superfly,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/0vJrBbcsfac/default.jpg,0,108,100+,938229,1735690,2608364,3458175,4258752,5305506,6426627,7584576,8736046,9918279,10954215,11921479,12821869,13765010,14614277,15415116,16189994,16998738,17830280,18631603,19434035,20267854,21102403,22042001,22917331,23911614,24762993,25659473,26470320,27401850,28424025,29435161,30409023,31376237,32424717,33476741,34439035,35549759,36604274,37593955,38794466,39882684,40964547,42031820,43062727,44047347,44920826,45796506,46733630,47708263,48646752,49569025,50478660,51278455,52154628,53092640,54050880,55157831,56406719,57796388,59155155,60478944,61724404,62922542,63952609,64966413,65915344,66907585,67862086,68855253,69931911,71293289,72674808,74029554,75378873,76741764,78201248,80049813,81875081,83851716,85218708,86416380,87681931,88960164,90219496,91527743,92909398,94238692,95409292,96954969,98909192,100494156,102069476,104351084,106587051,108556507,109899399,111256595,112560292,113876288,115094424,116235653,117475606,118736179,119870189,120972320,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122023131,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073,122846073
超越自己的世界(anime),anime,亚洲,超越自己的世界,/m/01rxwx2,UVERworld,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/hg4_hqIk8kA/default.jpg,0,150,150+,935367,2804585,4695258,6210410,7590904,8929601,10145970,11266481,12327132,13388182,14386431,15338651,16460570,17460979,18436603,19359065,20300693,21262392,22199105,23115658,23967009,24815482,25660448,26449202,27218011,28133256,29220817,30391534,31449403,32349841,33364238,34310967,35201403,36111500,37114775,37964126,38776932,39660930,40565683,41450518,42701386,43698504,44811176,46055228,47362468,48515969,49545029,50507708,51464367,52418437,53395125,54344465,55261130,56130148,57057839,58005832,58940318,59874265,60768204,61625443,62471654,63273626,64091652,64928877,65723620,66512143,67329087,68212992,69076689,70016733,70908896,71814210,72696654,73554438,74402099,75239325,76073694,77344750,78374293,79380512,80371895,81686142,82945370,84366975,85861326,87255439,89398269,90782635,91916375,93090107,94261080,95359699,96433801,97529993,98977253,100379263,102071369,103753092,105126639,106395339,108144883,109485685,110775392,112016349,113199479,114460974,115731987,116915100,118105781,119215573,120357865,121462239,122519425,123692964,124807916,126019741,127108690,128098635,129159452,130174510,131135271,131135271,132145612,132145612,133168077,133168077,134176749,134176749,134176749,134176749,134176749,134176749,134176749,134176749,134176749,134176749,135223455,135223455,136246994,136246994,136246994,136246994,136246994,136246994,137938523,137938523,139143073,140298703,141410980,142777031,143909646,143909646,143909646,143909646,145096040,145096040,145096040,145096040,145096040,145096040,145096040,145096040,145096040,146446032,147670113,147670113,148786262,149894513,149894513,149894513,151154473,152351069,153765162,155647301,157064770,158409815,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,159675931,160939688,162725106,163946315,165303799,166834490,168630502,168630502,168630502,168630502,168630502,168630502,168630502,168630502,168630502,168630502,168630502
放浪新世代(j-pop),j-pop,未知,放浪新世代,/m/0121_g9r,GENERATIONS from EXILE TRIBE,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/k1VYP-hfYrs/default.jpg,0,128,120+,866129,1855346,3778636,5455337,6953329,8349722,9733737,11086378,12198861,13323483,14403610,15471528,16499726,17454726,18511839,19423699,20271244,21067661,21869905,22909768,23857861,24735627,25547981,26325726,27208106,27943455,29170459,30071634,30786983,31549430,32619760,33947869,34849532,35734457,36692344,37542766,38348242,39187366,40155780,41195179,42442214,43710723,44954150,46175176,47362567,48602128,49833889,51016588,52107293,53077716,53998211,54882428,55782493,56614772,57456695,58308272,59104628,59850514,61015788,62337293,64433866,65561032,66640912,67576078,68490392,69471366,70478563,71600809,72676826,73783594,74835849,76243990,77258286,78363466,79356951,80302711,81181127,82029774,82816011,83705670,85917801,87624704,89482922,91119757,92986493,94968624,97080792,99166825,100840404,102509664,104046716,105547691,107006794,108426932,109726936,111169348,113011383,114959532,116528412,117843811,119267795,120847894,122788094,124685602,126381979,127913793,129471155,131048397,132960817,134390810,135682736,137139375,138372594,139459183,140520113,141582475,142552895,143509915,144511473,145473338,145473338,145473338,145473338,145473338,145473338,145473338,145473338,145473338,145473338,145473338,145473338,146473661,146473661,147706485,148961429,150177254,151226969,151226969,151226969,151226969,151226969,151226969,151226969,152346044,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,153422496,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469,155051469
E-girls(j-pop),j-pop,未知,E-girls,/m/0n47dp2,E-girls,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://i.ytimg.com/vi/FkXdPTA5URk/default.jpg,0,73,70+,831319,1685611,2511914,3673893,4808863,5772859,6586514,7365768,8103930,8883533,9616042,10326781,11065626,11799323,13139337,13994630,14678677,15433108,16253858,17033943,17842148,18684738,19730582,20712318,21595562,22524676,23379974,24223271,25037177,25914193,26807146,28119938,29178027,30190551,31149098,31857865,32504008,33213507,33881905,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,34540886,35270816,35270816,35270816,36011230,36011230,36779156,37528730,37528730,38296505,38296505,39205886,40764334,41790413,42922200,43869726,44687514,45418476,45418476,45418476,45418476,45418476,45418476,45418476,45418476,45418476,45418476,46170489,46170489,46910393,47713603,48604879,49690321,50507334,51319284,52540261,53534571,54421587,55352459,56519256,57548644,58622835,59694112,60633891,60633891,60633891,60633891,60633891,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,61509995,62586583,63565954,64695905,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085,65985085
J Soul Brothers(j-pop),j-pop,未知,J Soul Brothers,/m/0ndsknr,J Soul Brothers,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180504:20180510:jp,https://i.ytimg.com/vi/9xUdZd1ZEp0/default.jpg,0,11,40-,,525413,2235124,3470163,3470163,5032229,6967954,8704559,10056755,11284858,11284858,11284858,11284858,11284858,11284858,11284858,11284858,11284858,11284858,12047696,12594834,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474,13348474
粉墨(k-pop),k-pop,亚洲,粉墨,/g/11byzf3gtr,BLACKPINK,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20180427:20180503:jp,https://lh3.googleusercontent.com/cvf2TCeqzXlIu5qw9IVhMi0A_0AUZbjbiCFm_h57uPMC0cxJwocmaCAuy6ryQ2HOkPrLRQaJvE1cZNzb,1,206,200+,1486395,2844395,4186327,5422338,6576451,7719274,8813325,15072496,19345634,20785063,24201366,27109207,30039500,32539073,34753027,36851216,39304371,41878404,44107674,46290600,48413551,50419887,52458527,54571522,56525782,57776086,59386610,60917721,62375680,63607098,65458827,67255084,69253131,71119515,73566660,76055614,78210913,80735765,83043391,85183369,87351978,89594183,91579016,93560789,95696962,97436555,99267344,101105405,102835463,112764648,118109588,122064986,125797689,128774595,131683166,134298592,136920707,139357957,141748661,144558058,147306225,149980318,152379181,154798364,157152024,159471577,161680011,163893025,166157200,168680865,171017464,173549428,175824439,178094556,180276821,182440983,184970174,189122641,192234770,195114241,197841733,200498053,203047799,205562521,208281417,210948747,213472395,215961047,218687546,221484826,224409644,227258373,229976674,232630234,235142806,237854697,240727784,243604093,246325037,248914530,251453675,254128950,257315228,260497303,263591921,267184849,270791159,274405700,277558481,281592031,284806690,288057408,291339430,302043290,309838586,316825422,322970437,328878185,334631738,340005528,344973093,349457710,357717256,364357978,370061272,375487452,380143007,390988347,402131547,411901222,419673196,425961912,431485820,436655016,441752684,446259829,450559885,454807446,459348350,463885562,467937013,472273055,476734659,481234519,486008751,491105418,495798508,500328458,504572319,508761608,513067398,517181782,521080265,524947592,528414560,532097175,535996980,540094847,543500997,547101317,550826813,554515074,558412099,562091137,565560635,569040095,572497257,576529071,580607696,584307373,588540281,593303209,597376991,602473794,606245545,610740405,615667680,619975058,623788164,627385844,630808079,633642768,636486440,639344700,642134380,644915801,647639735,650263174,652768282,655336191,657841033,660423365,662657516,665073144,667661089,670945226,674401231,677783613,681035985,684369151,687498360,690602046,693694844,696726765,699644630,702551645
夜游(j-pop),j-pop,亚洲,夜游,/g/11fqbg1wmn,YOASOBI,chart_params_type=WEEK&perspective=CHART&flags=viral_video_chart&selected_chart=TRACKS&chart_params_id=weekly:20200410:20200416:jp,https://lh3.googleusercontent.com/1R7O2eSFP8Xv2bVPmyc8dB_HnLK723RizDuNT5x4MyLReA_7PFbI8OUnsuAYvo-VGdOabf_FqoBbFtY,1,104,100+,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378103,2976844,4759511,6910996,10720992,16398681,24846817,35326713,46288505,58218254,70780170,82739873,94735802,106529188,121475039,136947696,154345981,168462216,181545798,193574364,205389648,217946548,230000478,243306166,255941299,268882892,280807105,291432378,302261148,312797131,323230506,333243474,342947312,352986197,363460526,372597280,383893626,395094173,407676431,425203773,447683683,471550843,492620777,512754957,532289321,551361773,578782264,604033252,628673719,650965199,670347326,688046895,705745202,724895384,743198036,761121720,779386927,798512051,815947417,833076386,848838596,864246344,878917291,893196357,915671986,931776265,948466020,961506334,975589093,990355280,1004670518,1018850347,1032830696,1047632951,1062489662,1079644395,1093719073,1107468118,1120241508,1132969417,1145554235,1159261553,1171848450,1184221821,1195863901,1207237964,1220751540,1234570034,1247351430,1259952626,1271950810,1283701137,1295517364,1307523743,1318864211,1330505066,1342472695,1354772716,1366384443,1378465911,1389521897,1399875979,1410683972,1420945334
